hospital_id,state,district,city,hospital_name,latitude,longitude,total_beds,occupied_beds,available_beds,icu_beds,available_icu_beds,emergency_beds,available_emergency_beds,emergency_24x7,accepts_referral,ambulance,oxygen_support,ventilator,blood_bank,cardiology,neurology,nephrology,pulmonology,orthopedics,general_medicine,general_surgery,trauma_unit,burn_unit,ct_scan,mri,xray,ultrasound,ecg,dialysis,blood_test,cbc,troponin_test,dengue_ns1_test,malaria_test,blood_glucose_test,hba1c_test,kidney_function_test,pulmonary_function_test,blood_culture,lactate_test,stool_test
GH00231,Maharashtra,Pune,Pune,District Pune District Hospital,18.485627,73.850439,266,250,16,30,10,13,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
GH00232,Maharashtra,Thane,Thane,Integrated Thane Medical College Hospital,19.204049,72.998775,279,242,37,37,3,20,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00233,Punjab,Ludhiana,Ludhiana,Government Ludhiana General Hospital,30.901789,75.805526,431,278,153,21,5,28,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
GH00234,Maharashtra,Nagpur,Nagpur,State Nagpur Hospital,21.114164,79.151414,367,350,17,31,9,19,9,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
GH00235,Tamil Nadu,Madurai,Madurai,Government Madurai General Hospital,9.896506,78.128174,802,658,144,114,1,79,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00236,Punjab,Bathinda,Bathinda,State Bathinda District Hospital,30.211651,74.952681,729,477,252,52,22,60,16,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
GH00237,Rajasthan,Udaipur,Udaipur,Civil Udaipur General Hospital,24.511687,73.737285,875,712,163,113,5,57,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00238,Rajasthan,Jaipur,Jaipur,Regional Jaipur General Hospital,26.907726,75.820363,640,505,135,36,0,37,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00239,Karnataka,Mysuru,Mysuru,Regional Mysuru Medical College Hospital,12.31001,76.573676,268,217,51,36,4,15,5,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00240,Rajasthan,Kota,Kota,District Kota General Hospital,25.229339,75.85267,928,492,436,88,12,73,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00241,Bihar,Begusarai,Begusarai,Integrated Begusarai District Hospital,25.440482,86.059223,840,431,409,75,38,85,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
GH00242,Punjab,Mohali,Mohali,Civil Mohali District Hospital,30.630738,76.777228,817,440,377,85,40,94,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No
GH00243,Tamil Nadu,Chennai,Chennai,State Chennai General Hospital,13.022714,80.211465,284,176,108,35,5,21,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00244,Tamil Nadu,Salem,Salem,Civil Salem Hospital,11.664332,78.200471,799,737,62,109,47,76,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
GH00245,Punjab,Ludhiana,Ludhiana,Regional Ludhiana General Hospital,30.901049,75.920356,641,385,256,78,25,69,34,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
GH00246,Maharashtra,Nashik,Nashik,Integrated Nashik General Hospital,20.075936,73.743305,644,516,128,85,28,52,22,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
GH00247,Maharashtra,Pune,Pune,Integrated Pune Hospital,18.58275,73.84717,132,119,13,14,7,10,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
GH00248,Punjab,Jalandhar,Jalandhar,District Jalandhar General Hospital,31.353102,75.572519,712,700,12,85,40,47,23,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
GH00249,Gujarat,Rajkot,Rajkot,Government Rajkot Medical College Hospital,22.272898,70.856255,872,833,39,48,8,104,38,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00250,Rajasthan,Udaipur,Udaipur,Regional Udaipur District Hospital,24.663084,73.721149,342,248,94,47,3,29,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
GH00251,Maharashtra,Nagpur,Nagpur,District Nagpur Medical College Hospital,21.091125,79.118299,741,717,24,68,3,39,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00252,Gujarat,Gandhinagar,Gandhinagar,State Gandhinagar General Hospital,23.140532,72.697573,518,335,183,41,16,53,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00253,Uttar Pradesh,Agra,Agra,State Agra Medical College Hospital,27.113243,77.997141,925,699,226,130,13,108,19,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00254,Karnataka,Mysuru,Mysuru,Civil Mysuru Medical College Hospital,12.29015,76.690718,361,232,129,29,13,41,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No
GH00255,Punjab,Jalandhar,Jalandhar,Integrated Jalandhar Medical College Hospital,31.331684,75.583175,152,110,42,13,7,16,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
GH00256,Rajasthan,Bikaner,Bikaner,Integrated Bikaner Medical College Hospital,28.101635,73.252756,590,401,189,80,19,42,21,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
GH00257,Uttar Pradesh,Agra,Agra,Integrated Agra Hospital,27.178261,78.021742,864,818,46,84,27,85,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00258,Gujarat,Surat,Surat,Regional Surat District Hospital,21.095448,72.818354,894,591,303,78,5,85,24,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00259,Maharashtra,Nagpur,Nagpur,Regional Nagpur General Hospital,21.21115,79.024917,577,338,239,75,8,59,20,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00260,Uttar Pradesh,Meerut,Meerut,State Meerut General Hospital,29.033475,77.682956,146,145,1,19,8,10,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00261,Rajasthan,Ajmer,Ajmer,Integrated Ajmer General Hospital,26.470984,74.601039,402,240,162,27,11,30,8,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
GH00262,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Integrated Tiruchirappalli District Hospital,10.781431,78.718438,363,306,57,53,7,36,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00263,Delhi,South Delhi,South Delhi,Government South Delhi Medical College Hospital,28.47437,77.415791,837,697,140,82,7,99,47,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
GH00264,Karnataka,Bengaluru,Bengaluru,District Bengaluru Hospital,13.042483,77.641812,882,444,438,80,0,58,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00265,Delhi,New Delhi,New Delhi,Government New Delhi General Hospital,28.58011,77.152883,482,256,226,53,6,55,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00266,Tamil Nadu,Chennai,Chennai,District Chennai General Hospital,13.083748,80.280753,112,57,55,11,4,10,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00267,Bihar,Munger,Munger,Government Munger Hospital,25.329382,86.48804,198,166,32,12,5,18,5,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00268,West Bengal,Durgapur,Durgapur,Civil Durgapur Hospital,23.507991,87.295594,482,344,138,46,16,57,22,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00269,Maharashtra,Aurangabad,Aurangabad,District Aurangabad Hospital,19.863152,75.344666,195,148,47,17,1,16,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00270,Delhi,New Delhi,New Delhi,Civil New Delhi General Hospital,28.659511,77.260452,760,549,211,81,35,85,41,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00271,Uttar Pradesh,Agra,Agra,Integrated Agra General Hospital,27.121713,77.998025,377,199,178,53,6,43,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
GH00272,Rajasthan,Bikaner,Bikaner,District Bikaner Medical College Hospital,28.091946,73.325233,970,646,324,50,19,88,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00273,Punjab,Patiala,Patiala,Government Patiala Medical College Hospital,30.270047,76.444889,680,539,141,80,6,49,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
GH00274,Delhi,New Delhi,New Delhi,Regional New Delhi District Hospital,28.662467,77.288297,154,89,65,14,6,11,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00275,Rajasthan,Ajmer,Ajmer,Civil Ajmer District Hospital,26.399633,74.716379,130,99,31,16,1,10,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00276,Karnataka,Hubballi,Hubballi,Civil Hubballi Medical College Hospital,15.288301,75.115058,796,697,99,92,41,82,23,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
GH00277,Uttar Pradesh,Kanpur,Kanpur,District Kanpur District Hospital,26.380635,80.346893,257,225,32,31,12,26,8,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00278,West Bengal,Kolkata,Kolkata,District Kolkata Hospital,22.614648,88.365992,415,320,95,35,10,23,11,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes
GH00279,Delhi,East Delhi,East Delhi,Civil East Delhi General Hospital,28.5504,77.223076,205,105,100,12,2,11,2,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00280,West Bengal,Siliguri,Siliguri,District Siliguri District Hospital,26.681298,88.346813,523,459,64,66,18,47,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00281,Gujarat,Surat,Surat,Government Surat District Hospital,21.091679,72.880405,408,272,136,40,18,25,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
GH00282,Gujarat,Vadodara,Vadodara,Civil Vadodara Hospital,22.27352,73.20746,469,298,171,67,3,42,15,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
GH00283,Tamil Nadu,Chennai,Chennai,Government Chennai District Hospital,13.071795,80.199329,106,78,28,8,0,10,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00284,Tamil Nadu,Madurai,Madurai,Civil Madurai Medical College Hospital,9.911026,78.191437,407,285,122,44,0,26,8,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00285,Delhi,East Delhi,East Delhi,State East Delhi District Hospital,28.657864,77.331917,852,781,71,96,12,89,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00286,Gujarat,Vadodara,Vadodara,Civil Vadodara District Hospital,22.233901,73.181691,216,180,36,15,0,13,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
GH00287,Tamil Nadu,Coimbatore,Coimbatore,Civil Coimbatore District Hospital,11.00368,76.966289,951,829,122,54,0,100,24,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GH00288,Tamil Nadu,Coimbatore,Coimbatore,Integrated Coimbatore District Hospital,11.029374,76.887815,347,237,110,40,7,36,16,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00289,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Civil Tiruchirappalli General Hospital,10.730254,78.781508,647,582,65,92,2,51,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00290,West Bengal,Asansol,Asansol,Regional Asansol Hospital,23.730408,86.914736,211,203,8,15,3,13,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00291,Rajasthan,Bikaner,Bikaner,Integrated Bikaner General Hospital,27.983249,73.264495,870,604,266,127,9,49,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00292,Maharashtra,Pune,Pune,Regional Pune Medical College Hospital,18.579847,73.854299,556,469,87,49,1,54,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00293,Karnataka,Mysuru,Mysuru,State Mysuru Hospital,12.222326,76.609801,594,350,244,47,22,34,13,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00294,West Bengal,Durgapur,Durgapur,State Durgapur General Hospital,23.56119,87.284597,903,556,347,92,24,75,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00295,Tamil Nadu,Madurai,Madurai,District Madurai District Hospital,9.897342,78.115905,145,86,59,7,2,13,5,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00296,Uttar Pradesh,Varanasi,Varanasi,Regional Varanasi Medical College Hospital,25.303368,82.950721,438,362,76,40,6,29,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00297,Delhi,North Delhi,North Delhi,Integrated North Delhi General Hospital,28.661198,77.150171,505,259,246,62,19,41,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00298,Gujarat,Ahmedabad,Ahmedabad,Integrated Ahmedabad Medical College Hospital,23.052412,72.618105,310,226,84,38,17,28,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
GH00299,Karnataka,Mysuru,Mysuru,State Mysuru District Hospital,12.295195,76.669794,301,267,34,18,2,26,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00300,West Bengal,Asansol,Asansol,Civil Asansol General Hospital,23.640169,86.921962,701,408,293,59,3,57,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
GH00301,Maharashtra,Thane,Thane,Regional Thane Hospital,19.18072,72.977309,788,462,326,64,17,56,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
GH00302,West Bengal,Howrah,Howrah,Regional Howrah General Hospital,22.638325,88.254192,528,334,194,56,15,33,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No
GH00303,Delhi,West Delhi,West Delhi,Government West Delhi General Hospital,28.63878,77.068139,395,232,163,27,1,32,15,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
GH00304,West Bengal,Kolkata,Kolkata,Civil Kolkata Medical College Hospital,22.608917,88.344385,299,247,52,43,6,28,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00305,Tamil Nadu,Salem,Salem,Integrated Salem General Hospital,11.736153,78.19035,600,385,215,34,17,63,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No
GH00306,Maharashtra,Mumbai,Mumbai,State Mumbai Medical College Hospital,19.037001,72.858531,650,472,178,43,8,58,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00307,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Regional Tiruchirappalli Hospital,10.711401,78.654511,686,401,285,52,9,73,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
